Time,X,Y,Z,VX,VY,VZ
92700,6970171.363631192,-17485.827829085196,124418.12990588503,-136.27895241887938,-1052.1960045189055,7486.763592567447
92800,6915607.96236635,-122396.46923228176,870896.1313020965,-953.9189512189616,-1043.9592784390677,7428.156241207398
92900,6779761.449587889,-225868.51530529902,1607137.9950431862,-1760.3470151627737,-1023.452298880862,7282.241499761391
93000,6564228.509720704,-326685.7980141707,2324490.23592294,-2546.0846886681697,-990.9160979789937,7050.734400982828
93100,6271542.424628645,-423663.3550061223,3014521.4086942608,-3301.8967429520635,-946.7330933448832,6736.355987565319
93200,5905143.294530976,-515661.3546696527,3669121.190020058,-4018.8997726655284,-891.4225861715232,6342.801279494281
93300,5469337.622315651,-601598.4901814288,4280595.682068978,-4688.666377044151,-825.6346752088452,5874.695969731535
93400,4969247.68699136,-680464.6924023471,4841757.869471131,-5303.324375449169,-750.1426069168967,5337.541992726846
93500,4410751.332822446,-751333.0018826068,5346012.093023524,-5855.6493421133,-665.833683698678,4737.652833133119
93600,3800412.8878391944,-813370.4629600011,5787431.565227205,-6339.149490352301,-573.6988369967929,4082.0793345340167
93700,3145406.0098237437,-865847.9139447964,6160828.031072319,-6748.141970238277,-474.82098075725105,3378.5268300329235
93800,2453429.368992836,-908148.5574391264,6461812.749029244,-7077.819664258892,-370.36228261596057,2635.2645720387154
93900,1732616.1608028603,-939775.209825848,6686848.073842093,-7324.30768910864,-261.55050209929357,1861.0285235117076
94000,991438.5118807574,-960356.1447208319,6833289.034852223,-7484.708929721767,-149.6645596882798,1064.9186765199593
94100,238607.92668566288,-969649.46225978,6899414.425089357,-7557.1380822237215,-36.01952980199698,256.2922717676552
94200,-517027.1595091559,-967545.9329972548,6884447.036664636,-7540.743848766661,78.04886018581868,-555.346496632761
94300,-1266585.326330719,-954070.2806631827,6788562.7880574055,-7435.7189244296615,191.19989610660122,-1360.4579516799033
94400,-2001256.597903815,-929380.8917295301,6612888.657574727,-7243.2977069781355,302.10365787913577,-2149.579220294707
94500,-2712405.9410047396,-893767.955456051,6359489.449089217,-6965.7418594241835,409.4566173188187,-2913.4352175001654
94600,-3391674.8153558183,-847650.0511627904,6031343.509221138,-6606.313667410583,511.99699294422896,-3643.0479015471124
94700,-4031079.3898122944,-791569.2286634383,5632307.722802848,-6169.237679413528,608.519574758096,-4329.8417577118535
94800,-4623104.374381412,-726184.6379653716,5167072.185839341,-5659.651082878006,697.8898797594716,-4965.744519998883
94900,-5160791.359772982,-652264.7813947132,4641105.076513497,-5083.5433347166945,779.0574865296207,-5543.28205164959
95000,-5637820.599006703,-570678.4818702884,4060588.391116036,-4447.685770358347,851.0683832280445,-6055.666205699293
95100,-6048585.291895809,-482384.6705222084,3432345.279176006,-3759.552001233352,913.0761831075379,-6496.874627513499
95200,-6388257.484870827,-388421.1157742463,2763759.8467147676,-3027.230078649573,964.3520720672198,-6861.721535305555
95300,-6652844.817718108,-289892.2253671663,2062690.36313212,-2259.3274224989627,1004.2933753802736,-7145.918675571822
95400,-6839237.447425455,-187956.06487106043,1337376.8931220332,-1464.8696132612142,1032.4306419264435,-7346.1257300250945
95500,-6945244.594061486,-83810.74767005905,596344.4563819297,-653.1942911419136,1048.4331595918222,-7459.989559703249
95600,-6969620.293439783,21319.644715923903,-151697.1545036635,166.15836852154496,1052.1128398245428,-7486.171845019207
95700,-6912078.043651305,126199.45532113448,-897955.783373368,983.5580796963072,1043.4264337877205,-7424.364854508468
95800,-6773294.16974106,229595.97188210397,-1633660.226711287,1789.397497585089,1022.4760366880728,-7275.2950333137105
95900,-6554899.882183228,330293.9140047888,-2350163.315197435,2574.205038297217,989.507894386208,-7040.714511775769
96000,-6259462.088519292,427109.7234541732,-3039043.594401703,3328.7565165964656,944.9094948963624,-6723.380410378928
96100,-5890453.239945314,518905.4672023697,-3692204.2501113596,4044.1832287956727,889.2050290596276,-6327.022540762641
96200,-5452210.516126779,604602.2160538464,-4301968.30219592,4712.0763021614375,823.0492283401555,-5856.2995593632295
96300,-4949884.834784773,683192.7275800207,-4861168.848375947,5324.585615507374,747.2196604024881,-5316.744147598076
96400,-4389380.316749626,753753.2828364854,-5363233.286842415,5874.512009067048,662.6075930831961,-4714.698005646053
96500,-3777284.8929111417,815454.54331855,-5802260.56750944,6355.391889461137,570.2075201516459,-4057.23732436281
96600,-3120792.8716531824,867571.2988548923,-6173090.551881631,6761.573204064236,471.1054720834221,-3352.089612111908
96700,-2427620.3795548445,909490.9914323117,-6471364.663218656,7088.281876974538,366.4662497278133,-2607.5428575889814
96800,-1705914.6656860062,940720.9149077918,-6693577.115148463,7331.677914883371,257.5197336628152,-1832.3481158208506
96900,-964158.3613442386,960894.0057000086,-6837116.114578312,7488.900529052167,145.54644133246194,-1035.61674185778
97000,-211069.76187076495,969773.1582777139,-6900294.5679901475,7558.101793198745,31.8624695681466,-226.71325124559024
